path/symbol	source excerpt	semantic category	producer	consumer	proposed action	compatibility rationale	affected proof	source SHA-256
docs/citadel-readiness-runbook.md:175	Run them with `php bin/console imperium:citadel:formation operation.json`.	enclosing Citadel	Author/source at Git blob 04b04b9be1e1c9078dfd6cf31362a71d4774ae92	Exact consumers and retained categories in compatibility contract	retain enclosing jurisdiction; current reception pointer	Citadel identity is distinct from Courtyard function	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	22d1ccfe21abf22c48309d9abe0fba89a78e40b67cba774c7a7f05b1363ccc25
docs/citadel-readiness-runbook.md:185	"""schema"": ""imperium.citadel-preparation-request/v1"","	persisted/signed/wire identity	Author/source at Git blob 04b04b9be1e1c9078dfd6cf31362a71d4774ae92	Exact consumers and retained categories in compatibility contract	retain exact format and one domain	No identity, lock, registry, budget or replay split	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	22d1ccfe21abf22c48309d9abe0fba89a78e40b67cba774c7a7f05b1363ccc25
docs/citadel-readiness-runbook.md:186	"""citadel_id"": ""<actual returned Citadel identity>"","	persisted/signed/wire identity	Author/source at Git blob 04b04b9be1e1c9078dfd6cf31362a71d4774ae92	Exact consumers and retained categories in compatibility contract	retain exact format and one domain	No identity, lock, registry, budget or replay split	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	22d1ccfe21abf22c48309d9abe0fba89a78e40b67cba774c7a7f05b1363ccc25
docs/citadel-readiness-runbook.md:209	php bin/console imperium:citadel:prepare decision decision-request.json > signing-packet.json	enclosing Citadel	Author/source at Git blob 04b04b9be1e1c9078dfd6cf31362a71d4774ae92	Exact consumers and retained categories in compatibility contract	retain enclosing jurisdiction; current reception pointer	Citadel identity is distinct from Courtyard function	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	22d1ccfe21abf22c48309d9abe0fba89a78e40b67cba774c7a7f05b1363ccc25
docs/citadel-readiness-runbook.md:250	php bin/console imperium:citadel:prepare assemble signed-public.json > assembled-decision.json	enclosing Citadel	Author/source at Git blob 04b04b9be1e1c9078dfd6cf31362a71d4774ae92	Exact consumers and retained categories in compatibility contract	retain enclosing jurisdiction; current reception pointer	Citadel identity is distinct from Courtyard function	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	22d1ccfe21abf22c48309d9abe0fba89a78e40b67cba774c7a7f05b1363ccc25
docs/citadel-readiness-runbook.md:268	Run focused tests and `php tools/prove-citadel-readiness.php` in the local checkout;	enclosing Citadel	Author/source at Git blob 04b04b9be1e1c9078dfd6cf31362a71d4774ae92	Exact consumers and retained categories in compatibility contract	retain enclosing jurisdiction; current reception pointer	Citadel identity is distinct from Courtyard function	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	22d1ccfe21abf22c48309d9abe0fba89a78e40b67cba774c7a7f05b1363ccc25
docs/citadel-readiness-runbook.md:273	`prove-citadel-formation.php` and `prove-citadel-correction.php` retain the prior	persisted/signed/wire identity	Author/source at Git blob 04b04b9be1e1c9078dfd6cf31362a71d4774ae92	Exact consumers and retained categories in compatibility contract	retain exact format and one domain	No identity, lock, registry, budget or replay split	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	22d1ccfe21abf22c48309d9abe0fba89a78e40b67cba774c7a7f05b1363ccc25
docs/citadel-readiness-runbook.md:275	Scripted understanding proves neither live Castellan competence nor remote	proposed future oversight / prior interview allocation	Author/source at Git blob 04b04b9be1e1c9078dfd6cf31362a71d4774ae92	Exact consumers and retained categories in compatibility contract	current doctrine successor; retain history	Castellan oversight deferred; no powers	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	22d1ccfe21abf22c48309d9abe0fba89a78e40b67cba774c7a7f05b1363ccc25
docs/citadel-readiness/public-evidence-request.json:2	"""schema"": ""imperium.citadel-readiness-public/v1"","	persisted/signed/wire identity	Author/source at Git blob e7e971842ab1ef7ac08bd7f0d1824d1e2e8b688c	Exact consumers and retained categories in compatibility contract	retain exact format and one domain	No identity, lock, registry, budget or replay split	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	e4f327fd0e207c512df411c5578a17388d92dae57b385b45e50db179dffc4251
docs/courtyard-identity-decisions.md:5	[the earlier decisions](citadel-mission-formation-decisions.md); it does not	historical/sealed evidence	Author/source at Git blob 30c1901f23e40e8fb58091696f9c0c3b12395bfc	Exact consumers and retained categories in compatibility contract	retain original; current pointer where appropriate	Historical provenance is not renewed authority	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	fa33b27929c50876d3fbc18bb630b06bb357188f816b646b190016be195ce456
docs/courtyard-identity-decisions.md:12	| Citadel | Enclosing institutional jurisdiction; retain genuine Citadel identity and boundaries |	historical/sealed evidence	Author/source at Git blob 30c1901f23e40e8fb58091696f9c0c3b12395bfc	Exact consumers and retained categories in compatibility contract	retain original; current pointer where appropriate	Historical provenance is not renewed authority	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	fa33b27929c50876d3fbc18bb630b06bb357188f816b646b190016be195ce456
docs/courtyard-identity-decisions.md:13	| Courtyard | Reception and mission-formation function within the Citadel |	historical/sealed evidence	Author/source at Git blob 30c1901f23e40e8fb58091696f9c0c3b12395bfc	Exact consumers and retained categories in compatibility contract	retain original; current pointer where appropriate	Historical provenance is not renewed authority	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	fa33b27929c50876d3fbc18bb630b06bb357188f816b646b190016be195ce456
docs/courtyard-identity-decisions.md:15	| Castellan | Reserved future Citadel oversight office; no oversight appointment, runtime service or powers are introduced here |	historical/sealed evidence	Author/source at Git blob 30c1901f23e40e8fb58091696f9c0c3b12395bfc	Exact consumers and retained categories in compatibility contract	retain original; current pointer where appropriate	Historical provenance is not renewed authority	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	fa33b27929c50876d3fbc18bb630b06bb357188f816b646b190016be195ce456
docs/courtyard-identity-decisions.md:20	The existing formation interview role moves from Castellan to Courtthane.	historical/sealed evidence	Author/source at Git blob 30c1901f23e40e8fb58091696f9c0c3b12395bfc	Exact consumers and retained categories in compatibility contract	retain original; current pointer where appropriate	Historical provenance is not renewed authority	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	fa33b27929c50876d3fbc18bb630b06bb357188f816b646b190016be195ce456
docs/courtyard-identity-decisions.md:22	provisional Curia, root principal, institution hierarchy or multi-Citadel feature	historical/sealed evidence	Author/source at Git blob 30c1901f23e40e8fb58091696f9c0c3b12395bfc	Exact consumers and retained categories in compatibility contract	retain original; current pointer where appropriate	Historical provenance is not renewed authority	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	fa33b27929c50876d3fbc18bb630b06bb357188f816b646b190016be195ce456
docs/courtyard-identity-decisions.md:23	is created by this correction. Citadel is a jurisdiction, not itself an Officer.	historical/sealed evidence	Author/source at Git blob 30c1901f23e40e8fb58091696f9c0c3b12395bfc	Exact consumers and retained categories in compatibility contract	retain original; current pointer where appropriate	Historical provenance is not renewed authority	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	fa33b27929c50876d3fbc18bb630b06bb357188f816b646b190016be195ce456
docs/courtyard-identity-decisions.md:50	`citadel.castellan` Profile targets, approvals and appointment effects cannot be	historical/sealed evidence	Author/source at Git blob 30c1901f23e40e8fb58091696f9c0c3b12395bfc	Exact consumers and retained categories in compatibility contract	retain original; current pointer where appropriate	Historical provenance is not renewed authority	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	fa33b27929c50876d3fbc18bb630b06bb357188f816b646b190016be195ce456
docs/courtyard-identity-decisions.md:55	Keep genuine Citadel IDs, registry ownership, parent/child lineage and institutional	historical/sealed evidence	Author/source at Git blob 30c1901f23e40e8fb58091696f9c0c3b12395bfc	Exact consumers and retained categories in compatibility contract	retain original; current pointer where appropriate	Historical provenance is not renewed authority	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	fa33b27929c50876d3fbc18bb630b06bb357188f816b646b190016be195ce456
docs/courtyard-identity-decisions.md:58	alias. Historical Castellan interview records confer no future oversight powers.	historical/sealed evidence	Author/source at Git blob 30c1901f23e40e8fb58091696f9c0c3b12395bfc	Exact consumers and retained categories in compatibility contract	retain original; current pointer where appropriate	Historical provenance is not renewed authority	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	fa33b27929c50876d3fbc18bb630b06bb357188f816b646b190016be195ce456
docs/courtyard-identity-decisions.md:70	Do not implement Castellan oversight, provider onboarding, Oracle/Augur selection,	historical/sealed evidence	Author/source at Git blob 30c1901f23e40e8fb58091696f9c0c3b12395bfc	Exact consumers and retained categories in compatibility contract	retain original; current pointer where appropriate	Historical provenance is not renewed authority	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	fa33b27929c50876d3fbc18bb630b06bb357188f816b646b190016be195ce456
docs/credential-boundary-agent-inventory.json:7	"""claim_bound_provider_adapter"": ""src/Imperium/Runtime/Citadel/DeepSeekSymfonyPlatformAdapter.php"","	enclosing Citadel	Author/source at Git blob 754b8f08804563d63d115e4e4649d11c2c0e984a	Exact consumers and retained categories in compatibility contract	retain enclosing jurisdiction; current reception pointer	Citadel identity is distinct from Courtyard function	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	1af77b98e7a7924fa203011455adadb56d49e94fd765898823366c12b3fb2233
docs/credential-boundary-agent-inventory.json:9	"""src/Imperium/Runtime/Citadel/DeepSeekDelegatePlatformAdapter.php"","	enclosing Citadel	Author/source at Git blob 754b8f08804563d63d115e4e4649d11c2c0e984a	Exact consumers and retained categories in compatibility contract	retain enclosing jurisdiction; current reception pointer	Citadel identity is distinct from Courtyard function	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	1af77b98e7a7924fa203011455adadb56d49e94fd765898823366c12b3fb2233
